cervix_area,os_area,walls_area,speculum_area,artifacts_area,cervix_artifacts_area,os_artifacts_area,walls_artifacts_area,speculum_artifacts_area,cervix_specularities_area,os_specularities_area,walls_specularities_area,speculum_specularities_area,specularities_area,area_h_max_diff,rgb_cervix_r_mean,rgb_cervix_r_std,rgb_cervix_r_mean_minus_std,rgb_cervix_r_mean_plus_std,rgb_cervix_g_mean,rgb_cervix_g_std,rgb_cervix_g_mean_minus_std,rgb_cervix_g_mean_plus_std,rgb_cervix_b_mean,rgb_cervix_b_std,rgb_cervix_b_mean_minus_std,rgb_cervix_b_mean_plus_std,rgb_total_r_mean,rgb_total_r_std,rgb_total_r_mean_minus_std,rgb_total_r_mean_plus_std,rgb_total_g_mean,rgb_total_g_std,rgb_total_g_mean_minus_std,rgb_total_g_mean_plus_std,rgb_total_b_mean,rgb_total_b_std,rgb_total_b_mean_minus_std,rgb_total_b_mean_plus_std,hsv_cervix_h_mean,hsv_cervix_h_std,hsv_cervix_s_mean,hsv_cervix_s_std,hsv_cervix_v_mean,hsv_cervix_v_std,hsv_total_h_mean,hsv_total_h_std,hsv_total_s_mean,hsv_total_s_std,hsv_total_v_mean,hsv_total_v_std,fit_cervix_hull_rate,fit_cervix_hull_total,fit_cervix_bbox_rate,fit_cervix_bbox_total,fit_circle_rate,fit_circle_total,fit_ellipse_rate,fit_ellipse_total,fit_ellipse_goodness,dist_to_center_cervix,dist_to_center_os,experts::0,experts::1,experts::2,experts::3,experts::4,experts::5,consensus
0.334652079876,0.00272747201349,0.0545147932802,0.265213545989,0.165955310906,0.00626655389902,0.0,0.0343242161194,0.00907730990744,0.0013813151627,0.00423872424524,0.0,0.137120377201,0.0374185687696,0.347649995652,136.601964773,46.272693181,90.32927159180001,182.874657954,82.4071840994,26.5335059607,55.8736781387,108.94069006,196.65247056,63.5729199487,133.07955061200002,260.225390509,110.241465027,56.944859397399995,53.29660563,167.186324425,76.4070734963,44.5456855355,31.8613879608,120.952759032,136.57977199299998,73.1002048936,63.479567098900006,209.679976886,4.4259734614,3.00609543949,143.657350567,25.7515002117,196.802628818,63.3127143419,4.24367875193,2.78573490371,106.67155356100001,39.278662184699996,139.001135751,72.47716750819998,0.892697048768,0.374877547022,0.8112512786929998,0.412513469828,0.580850567971,0.576141435215,0.947222523798,0.353298270964,100.911343444,0.25645475299,0.40425719992,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.441332141938,0.00239289926394,0.157184232186,0.204246273108,0.0524864197246,0.0,0.0,0.315967845155,0.00317742284076,0.0100929588069,0.0,0.0,0.0971990563305,0.0278274392633,0.278283277297,129.52626948399998,59.3369026361,70.1893668477,188.86317212,73.9821337028,34.6303879286,39.3517457742,108.612521631,156.661288535,72.3766207384,84.2846677964,229.037909273,133.55119452899999,63.423112420600006,70.1280821082,196.974306949,83.51520559859999,45.088412311800006,38.4267932868,128.60361791,141.22207766,67.3614921692,73.8605854904,208.58356982900003,4.18768242072,2.94602543411,130.104648424,24.989313293400002,157.552816072,71.73213550770001,3.95259976149,2.82463090741,108.81932063100001,30.6461558812,147.697599309,68.7074434482,0.973527134308,0.453333170063,0.876908711416,0.503281739812,0.65817966734,0.670534451059,0.966245255743,0.45674960815,65.5159204527,0.566758824685,0.491790956949,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0.48632253058,0.0178730686044,0.21171130678,0.245661839138,0.0399983648926,0.0,0.0,0.0031679657516999996,0.00156316560803,0.00366359919331,0.0,0.0009543534394380001,0.0,0.00245212088558,0.0782691025557,113.9087868,46.3955796642,67.5132071361,160.304366464,67.3480450721,30.9462950779,36.4017499942,98.2943401501,191.46769873099998,51.5384317389,139.929266992,243.00613047,101.608208635,41.3929871758,60.2152214596,143.001195811,61.5376573521,26.7999896816,34.7376676705,88.3376470336,183.92700578,53.0774064633,130.849599316,237.004412243,4.56660411376,3.04744244083,167.333280934,23.2775549024,191.471804771,51.5432871702,4.61109113296,3.04693667219,170.203128061,21.391209266700002,183.929956897,53.0804476025,0.946413109821,0.513858615792,0.8759624633949998,0.555186495886,0.604087677318,0.8050528902339998,0.964173828766,0.504393000588,84.4375736528,0.466574971272,0.491928229671,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.383838836034,0.006636315135380001,0.158499581259,0.377850921423,0.0464525132153,0.0,0.0,0.0107407004568,0.0136568160454,0.00153518321597,0.0,0.000626013816689,0.0910526208433,0.0350674715909,0.468356706845,144.46739779700002,47.2306571154,97.23674068170001,191.698054912,81.7944870539,28.2665953681,53.5278916858,110.06108242200001,203.308882677,54.882225523500004,148.42665715299998,258.1911082,121.085288499,53.945306397399996,67.1399821018,175.03059489700001,77.96939287809998,43.2222698792,34.747122999,121.191662757,144.940956235,71.8100052884,73.1309509469,216.75096152400002,4.39907832175,3.0137033782,150.942409545,23.2355986112,203.40787199599998,54.8982649607,4.0888373171,2.74859214194,114.390621939,40.8996766761,149.19534311299998,69.8175811238,0.9421079197490002,0.407425548589,0.879968971152,0.436195875784,0.588115499768,0.652658935508,0.961196357266,0.399334468064,66.4917847148,0.371283043388,0.63237456964,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.576113841893,0.00420866083502,0.18499067436500002,0.12596757061,0.0735009954707,0.0245590025789,0.0275950594746,0.0412266162726,0.0,0.00842229244058,0.0,0.0,0.0,0.00485219925549,0.0511133700681,140.774064129,53.4548585605,87.31920556809999,194.22892268900003,88.99959667579999,34.8983671121,54.10122956359999,123.897963788,203.507286371,68.6322302033,134.875056168,272.139516574,113.933073325,54.1517171946,59.7813561303,168.084790519,74.68411417519998,33.6197016479,41.0644125273,108.303815823,158.57472693,77.99198178119998,80.58274514859998,236.566708711,4.46678149351,3.02588190759,140.78106392700002,25.2981439579,203.538538693,68.5955747086,4.40596161038,2.95422778902,126.31371534600001,30.535373536399998,158.965994808,77.48349778859999,0.955187509579,0.603142143417,0.8380621368359998,0.687435712187,0.708704886048,0.812910780261,0.996880194604,0.577916829937,63.525778791499995,0.277214298648,0.316149468031,1.0,0.0,1.0,1.0,1.0,0.0,1.0
0.533574001456,0.00737294182955,0.137090706923,0.216730210158,0.0,0.0,0.0,0.0,0.0,0.00774548234758,0.012871532176399999,0.0,0.288433464131,0.0666450333072,0.0747050816192,97.25338817030001,32.5356107285,64.71777744180001,129.788998899,74.0603283346,27.256470879200002,46.8038574554,101.316799214,184.254373403,53.4016598413,130.85271356200002,237.656033245,121.89025458,65.2165900448,56.673664535,187.106844625,89.0342256074,49.477005515100004,39.5572200923,138.511231122,140.521456823,63.7775125514,76.7439442717,204.298969375,4.68425679665,2.99273580063,149.499914079,27.652541324899996,184.635692928,53.1521715606,4.74829732834,2.59039809981,136.467029536,37.7678073118,171.97094497,65.8742342634,0.976853854671,0.546216815243,0.823389781839,0.648021159875,0.736230890767,0.724737318343,0.992439196572,0.53763898413,57.8227561307,0.443463713079,0.493732094345,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0.306174823476,0.00155626930435,0.122676334689,0.316626149137,0.0,0.0,0.0,0.0,0.0,0.0010798505148099998,0.0,0.0,0.0927138851427,0.0296887245298,0.137977879925,127.702749072,36.5279103273,91.1748387451,164.2306594,83.192993656,24.0915976803,59.101395975699994,107.284591336,162.713412201,41.913871254,120.79954094700001,204.627283455,121.569917589,55.556908676899994,66.0130089122,177.126826266,85.1029645866,43.3441349929,41.7588295937,128.447099579,129.321304369,50.030259296800004,79.29104507239998,179.35156366599998,4.34362625466,2.97806571799,125.638999721,16.1832462378,163.947183099,41.6818414428,4.08942441967,2.68839755965,98.6921072933,28.720601402199996,138.193077733,56.103098150200005,0.974793792761,0.314091888715,0.800661600279,0.382402282524,0.7592607725269997,0.403253841834,0.98474683829,0.310917295259,40.24841689,0.261678090635,0.233486379579,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.546982014299,0.00238654851635,0.127955774786,0.162019684196,0.150849307444,0.0,0.0,0.0445928494869,0.00986225417258,0.0145235798321,0.0,0.0,0.154256891348,0.0329367897727,0.218397833779,116.29360760700001,68.991650488,47.301957118999994,185.285258095,72.0764047957,43.8673370266,28.2090677691,115.943741822,152.976591394,88.8912469012,64.0853444929,241.867838295,110.44358591299999,63.1003443675,47.3432415455,173.54393028099997,73.379123604,46.35494140229999,27.0241822017,119.73406500600001,138.61253122600002,78.8289928451,59.7835383804,217.44152407099998,4.29892755998,2.91535519443,125.90358336,33.3291615765,153.48890465600002,88.2764239272,4.26673201211,2.91049440828,113.986025054,34.4307678153,139.12430201799998,78.3226148978,0.951177863051,0.5750575529,0.767979148884,0.712235501567,0.607099144838,0.900976420325,0.9682232853910001,0.564933752939,122.758926658,0.36093226676,0.403943916643,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.201217338669,0.00240881815108,0.0532576693981,0.654104095596,0.0896040542981,0.0,0.0,0.0369733775542,0.00550994756511,0.0222409868421,0.029653921294999996,0.0403136094048,0.000346333268557,0.00690328663793,0.332539917261,186.290455173,42.7131354801,143.577319693,229.003590653,154.245408078,39.094067437,115.151340641,193.339475515,203.956211797,47.1899086894,156.766303108,251.14612048700002,69.8655894886,80.13775511919998,-10.2721656305,150.003344608,58.8440163352,68.6883210688,-9.84430473359,127.532337404,77.8441602175,88.23745657299999,-10.393296355499999,166.08161679,4.24560050289,2.9485251552900005,65.9873807465,23.567033488099998,204.883529751,46.9012647469,3.83464715292,2.53041580636,54.355432014099996,58.883787176300004,78.23487705719998,88.36250692649999,0.845485020522,0.237990424177,0.688808381334,0.292123824451,0.558546650047,0.360251625629,0.8908641924129997,0.22586757935,69.786969913,0.338338110992,0.375539762784,1.0,0.0,0.0,0.0,1.0,1.0,1.0
0.531829682794,0.010820725478700001,0.242431061374,0.212771905637,0.0,0.0,0.0,0.0,0.0,0.00265361377478,0.0,0.00603599670553,0.0,0.00287458365987,0.259652750072,86.0383348755,37.3977024944,48.6406323812,123.43603737,46.5386825907,22.176876301500002,24.3618062892,68.71555889220001,182.917743817,73.9766567939,108.941087023,256.894400611,89.0808128429,37.8075682319,51.273244611,126.888381075,49.6927991526,23.3858088352,26.306990317399997,73.0786079879,186.763580035,63.681163223999995,123.082416811,250.444743259,4.63689877088,3.05427208399,184.83339559599997,23.561587737800004,182.921272695,73.97986261939998,4.64716614381,3.05586565772,184.989582313,21.9362695432,186.767991404,63.6856097441,0.975585051427,0.545139229036,0.817546480229,0.650519200627,0.69200513793,0.7685342978589998,0.988789418383,0.537859399491,70.6856351278,0.147238565514,0.294944881114,1.0,1.0,0.0,0.0,1.0,1.0,1.0
